,Unit,Abbr,Lost,Kills,LostAvg,KillsAvg
2239,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,13,30,3.9375,15.0625
2240,Gaesamica (Javelineers),GAES,20,9,3.9375,15.0625
2242,Mezugenoi (Celtiberian Swordsmen),MEZU,0,18,3.9375,15.0625
2243,Mezugenoi (Celtiberian Swordsmen),MEZU,2,25,3.9375,15.0625
2244,Mezugenoi (Celtiberian Swordsmen),MEZU,6,30,3.9375,15.0625
2246,Vigiles (Town Watch),VIGI,1,17,3.9375,15.0625
2251,Unlocalized Arabic General,ARAB,57,40,24.85714286,44
2252,Unlocalized Arabic General,ARAB,26,83,24.85714286,44
2253,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,22,17,24.85714286,44
2254,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,38,47,24.85714286,44
2257,Qala'im 'Arabim (Arabian Slingers),QALA,5,25,24.85714286,44
2258,Qala'im 'Arabim (Arabian Slingers),QALA,11,13,24.85714286,44
2259,Qala'im 'Arabim (Arabian Slingers),QALA,26,43,24.85714286,44
2261,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,5,70,4.473684211,50.52631579
2262,Merkabim Garamantim(Garamantine Chariots),GARC,8,35,4.473684211,50.52631579
2264,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,1,21,4.473684211,50.52631579
2265,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,8,72,4.473684211,50.52631579
2266,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,2,42,4.473684211,50.52631579
2267,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,1,11,4.473684211,50.52631579
2269,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,0,51,4.473684211,50.52631579
2270,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,0,59,4.473684211,50.52631579
2271,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,1,78,4.473684211,50.52631579
2272,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,8,50,4.473684211,50.52631579
2273,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,0,11,4.473684211,50.52631579
2277,Parasim Numidim (Numidian Cavalry),PARN,1,139,4.473684211,50.52631579
2278,Parasim Numidim (Numidian Cavalry),PARN,25,134,4.473684211,50.52631579
2279,Parasim Numidim (Numidian Cavalry),PARN,3,54,4.473684211,50.52631579
2283,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,1,14,1.166666667,10.27777778
2284,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,4,11,1.166666667,10.27777778
2288,Cohors Reformata (Post Marian Legionary Cohort),COHO,2,30,1.166666667,10.27777778
2293,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,4,7,1.166666667,10.27777778
2295,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,8,71,1.166666667,10.27777778
2298,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,12,21,54.36363636,34.18181818
2300,Iberi Milites (Iberian Light Spearman),IBER,71,24,54.36363636,34.18181818
2305,Mezugenoi (Celtiberian Swordsmen),MEZU,39,31,54.36363636,34.18181818
2306,Mezugenoi (Celtiberian Swordsmen),MEZU,90,48,54.36363636,34.18181818
2307,Qasatim Numidim (Numidian Archers),QASA,46,43,54.36363636,34.18181818
2308,Dorkim Shardanim (Sardinian Infantry),SARD,45,54,54.36363636,34.18181818
2310,Unlocalized Arabic General,ARAB,5,16,7.35,24.3
2311,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,8,24,7.35,24.3
2313,Hoplitai (Greek ClassIcal Hoplites),HOPL,1,21,7.35,24.3
2315,Machimoi (Native Egyptian Infantry),MACH,8,16,7.35,24.3
2322,Mistophoros Strategos (Hellenistic Mercenary General),MIST,12,88,7.35,24.3
2323,Mistophoros Strategos (Hellenistic Mercenary General),MIST,2,14,7.35,24.3
2324,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,6,89,7.35,24.3
2325,Peltastai (Hellenic Heavy Skirmishers),PELT,46,48,7.35,24.3
2326,Peltastai (Hellenic Heavy Skirmishers),PELT,7,37,7.35,24.3
2327,Peltastai (Hellenic Heavy Skirmishers),PELT,7,9,7.35,24.3
2329,Unlocalized Arabic General,ARAB,53,10,46.7,45.3
2330,Unlocalized Arabic General,ARAB,52,27,46.7,45.3
2331,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,25,17,46.7,45.3
2333,Hoplitai (Greek ClassIcal Hoplites),HOPL,28,28,46.7,45.3
2334,Machimoi (Native Egyptian Infantry),MACH,63,159,46.7,45.3
2335,Machimoi (Native Egyptian Infantry),MACH,69,67,46.7,45.3
2336,Machimoi (Native Egyptian Infantry),MACH,52,50,46.7,45.3
2342,Mistophoros Strategos (Hellenistic Mercenary General),MIST,47,31,46.7,45.3
2343,Mistophoros Strategos (Hellenistic Mercenary General),MIST,51,46,46.7,45.3
2344,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,62,168,46.7,45.3
2345,Peltastai (Hellenic Heavy Skirmishers),PELT,27,10,46.7,45.3
2346,Peltastai (Hellenic Heavy Skirmishers),PELT,76,47,46.7,45.3
2347,Peltastai (Hellenic Heavy Skirmishers),PELT,73,52,46.7,45.3
2352,Gaeroas (Celtic Spearmen),GAER,26,19,8.65,11
2354,Iaosatae (Celtic Slingers),IOSA,5,21,8.65,11
2355,Iaosatae (Celtic Slingers),IOSA,2,18,8.65,11
2356,Iaosatae (Celtic Slingers),IOSA,2,36,8.65,11
2357,Iaosatae (Celtic Slingers),IOSA,4,31,8.65,11
2358,Kluddacorii (Alpine Shortswordsmen),KLUD,22,20,8.65,11
2359,Lugoae (Celtic Levy Spearmen),LUGO,7,17,8.65,11
2366,Teceitos (CeltIc Axemen),TECE,5,14,8.65,11
2367,Teceitos (CeltIc Axemen),TECE,11,8,8.65,11
2373,Unlocalized Arabic General,ARAB,2,29,10.69230769,29.69230769
2374,Unlocalized Arabic General,ARAB,2,27,10.69230769,29.69230769
2375,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,9,27,10.69230769,29.69230769
2378,Qala'im 'Arabim (Arabian Slingers),QALA,0,31,10.69230769,29.69230769
2380,Qala'im 'Arabim (Arabian Slingers),QALA,35,20,10.69230769,29.69230769
2382,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,13,21,48.64705882,55
2383,Brigantinoi (Celtiberian Champions),BRIG,81,116,48.64705882,55
2384,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,45,19,48.64705882,55
2385,Cohors Reformata (Post Marian Legionary Cohort),COHO,59,33,48.64705882,55
2386,Cohors Reformata (Post Marian Legionary Cohort),COHO,26,4,48.64705882,55
2387,Cohors Reformata (Post Marian Legionary Cohort),COHO,26,41,48.64705882,55
2389,Hoplitai (Greek ClassIcal Hoplites),HOPL,26,66,48.64705882,55
2390,Hoplitai (Greek ClassIcal Hoplites),HOPL,24,41,48.64705882,55
2391,Hoplitai (Greek ClassIcal Hoplites),HOPL,80,42,48.64705882,55
2393,Mezugenoi (Celtiberian Swordsmen),MEZU,39,107,48.64705882,55
2394,Mezugenoi (Celtiberian Swordsmen),MEZU,97,47,48.64705882,55
2395,Mistophoros Strategos (Hellenistic Mercenary General),MIST,59,149,48.64705882,55
2399,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,6,6,36.58823529,35.94117647
2400,Brigantinoi (Celtiberian Champions),BRIG,59,72,36.58823529,35.94117647
2401,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,30,41,36.58823529,35.94117647
2402,Cohors Reformata (Post Marian Legionary Cohort),COHO,53,33,36.58823529,35.94117647
2403,Cohors Reformata (Post Marian Legionary Cohort),COHO,16,7,36.58823529,35.94117647
2404,Cohors Reformata (Post Marian Legionary Cohort),COHO,10,21,36.58823529,35.94117647
2406,Hoplitai (Greek ClassIcal Hoplites),HOPL,15,8,36.58823529,35.94117647
2407,Hoplitai (Greek ClassIcal Hoplites),HOPL,26,5,36.58823529,35.94117647
2408,Hoplitai (Greek ClassIcal Hoplites),HOPL,38,26,36.58823529,35.94117647
2410,Mezugenoi (Celtiberian Swordsmen),MEZU,50,81,36.58823529,35.94117647
2411,Mezugenoi (Celtiberian Swordsmen),MEZU,101,100,36.58823529,35.94117647
2412,Mistophoros Strategos (Hellenistic Mercenary General),MIST,39,11,36.58823529,35.94117647
2416,Appea Gaedotos (Alpine Phalanx),APPE,18,65,27.8125,41
2419,Brigantinoi (Celtiberian Champions),BRIG,34,23,27.8125,41
2420,Brigantinoi (Celtiberian Champions),BRIG,66,31,27.8125,41
2423,Celtae Vollorix (Celtic Lesser King),CELT,10,58,27.8125,41
2425,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,13,4,27.8125,41
2426,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,19,15,27.8125,41
2428,Mezugenoi (Celtiberian Swordsmen),MEZU,42,17,27.8125,41
2429,Mezugenoi (Celtiberian Swordsmen),MEZU,10,15,27.8125,41
2430,Mezugenoi (Celtiberian Swordsmen),MEZU,36,32,27.8125,41
2431,Mori Gaesum (Helvetii Phalanx),MORI,63,283,27.8125,41
2433,Appea Gaedotos (Alpine Phalanx),APPE,46,71,48.0625,64.25
2434,Appea Gaedotos (Alpine Phalanx),APPE,49,30,48.0625,64.25
2435,Appea Gaedotos (Alpine Phalanx),APPE,48,76,48.0625,64.25
2436,Appea Gaedotos (Alpine Phalanx),APPE,52,109,48.0625,64.25
2437,Appea Gaedotos (Alpine Phalanx),APPE,67,38,48.0625,64.25
2438,Appea Gaedotos (Alpine Phalanx),APPE,59,40,48.0625,64.25
2439,Cohors Reformata (Post Marian Legionary Cohort),COHO,50,131,48.0625,64.25
2440,Cohors Reformata (Post Marian Legionary Cohort),COHO,35,94,48.0625,64.25
2442,Kluddacorii (Alpine Shortswordsmen),KLUD,40,17,48.0625,64.25
2443,Kluddacorii (Alpine Shortswordsmen),KLUD,73,102,48.0625,64.25
2444,Kluddacorii (Alpine Shortswordsmen),KLUD,60,88,48.0625,64.25
2445,Mori Gaesum (Helvetii Phalanx),MORI,26,100,48.0625,64.25
2447,Tekastos (RhaetJc Axemen),TEKA,33,12,48.0625,64.25
2448,Tekastos (RhaetJc Axemen),TEKA,37,17,48.0625,64.25
2451,Merkabim Garamantim(Garamantine Chariots),GARC,6,30,20.81818182,52.36363636
2455,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,18,40,20.81818182,52.36363636
2456,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,57,139,20.81818182,52.36363636
2457,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,4,36,20.81818182,52.36363636
2458,Parasim Numidim (Numidian Cavalry),PARN,48,99,20.81818182,52.36363636
2459,Qasatim Numidim (Numidian Archers),QASA,3,44,20.81818182,52.36363636
2460,Appea Gaedotos (Alpine Phalanx),APPE,77,6,24.5,38.66666667
2461,Appea Gaedotos (Alpine Phalanx),APPE,13,97,24.5,38.66666667
2462,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,60,63,24.5,38.66666667
2463,Gaeroas (Celtic Spearmen),GAER,46,52,24.5,38.66666667
2465,Iaosatae (Celtic Slingers),IOSA,52,7,24.5,38.66666667
2466,Iaosatae (Celtic Slingers),IOSA,8,40,24.5,38.66666667
2467,Iaosatae (Celtic Slingers),IOSA,20,19,24.5,38.66666667
2468,Iaosatae (Celtic Slingers),IOSA,15,39,24.5,38.66666667
2469,Kluddacorii (Alpine Shortswordsmen),KLUD,66,25,24.5,38.66666667
2474,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,10,17,24.5,38.66666667
2475,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,16,77,24.5,38.66666667
2476,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,26,89,24.5,38.66666667
2477,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,46,274,24.5,38.66666667
2487,Teceitos (CeltIc Axemen),TECE,20,142,24.5,38.66666667
2488,Teceitos (CeltIc Axemen),TECE,9,32,24.5,38.66666667
2489,Tekastos (RhaetJc Axemen),TEKA,52,100,24.5,38.66666667
2492,Merkabim Garamantim(Garamantine Chariots),GARC,0,49,24.81818182,88.18181818
2496,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,73,283,24.81818182,88.18181818
2497,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,30,130,24.81818182,88.18181818
2498,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,64,158,24.81818182,88.18181818
2500,Qasatim Numidim (Numidian Archers),QASA,0,46,24.81818182,88.18181818
2502,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,32,137,5.636363636,30.36363636
2504,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,4,32,5.636363636,30.36363636
2505,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,2,12,5.636363636,30.36363636
2506,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,4,10,5.636363636,30.36363636
2508,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,9,116,5.636363636,30.36363636
2511,Parasim Numidim (Numidian Cavalry),PARN,7,9,5.636363636,30.36363636
2513,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,9,23,4.454545455,29.54545455
2515,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,12,38,4.454545455,29.54545455
2516,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,2,14,4.454545455,29.54545455
2517,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,4,37,4.454545455,29.54545455
2518,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,1,112,4.454545455,29.54545455
2519,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,7,18,4.454545455,29.54545455
2520,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,0,51,4.454545455,29.54545455
2522,Parasim Numidim (Numidian Cavalry),PARN,7,17,4.454545455,29.54545455
2523,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,0,16,29.55,77.55
2524,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,64,169,29.55,77.55
2525,Cohors Reformata (Post Marian Legionary Cohort),COHO,14,123,29.55,77.55
2526,Cohors Reformata (Post Marian Legionary Cohort),COHO,22,98,29.55,77.55
2527,Cohors Reformata (Post Marian Legionary Cohort),COHO,86,109,29.55,77.55
2528,Cohors Reformata (Post Marian Legionary Cohort),COHO,21,107,29.55,77.55
2531,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,19,61,29.55,77.55
2532,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,25,39,29.55,77.55
2533,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,28,50,29.55,77.55
2534,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,30,35,29.55,77.55
2535,Merkabim Garamantim(Garamantine Chariots),GARC,13,204,29.55,77.55
2536,Hoplitai (Greek ClassIcal Hoplites),HOPL,3,71,29.55,77.55
2537,Hoplitai (Greek ClassIcal Hoplites),HOPL,29,53,29.55,77.55
2538,Mistophoros Strategos (Hellenistic Mercenary General),MIST,50,128,29.55,77.55
2539,Mistophoros Strategos (Hellenistic Mercenary General),MIST,49,25,29.55,77.55
2540,Peltastai (Hellenic Heavy Skirmishers),PELT,38,90,29.55,77.55
2541,Pezoi Brettioi (Bruttlan Infantry),PEZO,22,38,29.55,77.55
2543,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,2,57,7.125,51.1875
2544,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,0,15,7.125,51.1875
2545,Cohors Reformata (Post Marian Legionary Cohort),COHO,5,88,7.125,51.1875
2546,Cohors Reformata (Post Marian Legionary Cohort),COHO,0,39,7.125,51.1875
2547,Cohors Reformata (Post Marian Legionary Cohort),COHO,0,65,7.125,51.1875
2550,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,14,27,7.125,51.1875
2551,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,3,36,7.125,51.1875
2552,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,0,52,7.125,51.1875
2553,Merkabim Garamantim(Garamantine Chariots),GARC,10,53,7.125,51.1875
2554,Hoplitai (Greek ClassIcal Hoplites),HOPL,3,61,7.125,51.1875
2555,Hoplitai (Greek ClassIcal Hoplites),HOPL,19,33,7.125,51.1875
2556,Peltastai (Hellenic Heavy Skirmishers),PELT,28,101,7.125,51.1875
2557,Pezoi Brettioi (Bruttlan Infantry),PEZO,5,81,7.125,51.1875
2563,Machimoi (Native Egyptian Infantry),MACH,14,61,11.77777778,20.33333333
2564,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,77,54,11.77777778,20.33333333
2565,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,81,72,11.77777778,20.33333333
2566,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,30,42,11.77777778,20.33333333
2567,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,10,68,11.77777778,20.33333333
2577,Brigantinoi (Celtiberian Champions),BRIG,45,10,9.9375,22.75
2578,Brigantinoi (Celtiberian Champions),BRIG,0,20,9.9375,22.75
2579,Brigantinoi (Celtiberian Champions),BRIG,0,65,9.9375,22.75
2582,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,12,61,9.9375,22.75
2583,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,14,23,9.9375,22.75
2584,Gaesamica (Javelineers),GAES,14,55,9.9375,22.75
2587,Iaosatae (Celtic Slingers),IOSA,6,7,9.9375,22.75
2589,Mezugenoi (Celtiberian Swordsmen),MEZU,3,27,9.9375,22.75
2590,Mezugenoi (Celtiberian Swordsmen),MEZU,8,15,9.9375,22.75
2593,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,15,105,3.8,19.83333333
2595,Cohors Reformata (Post Marian Legionary Cohort),COHO,21,58,3.8,19.83333333
2596,Cohors Reformata (Post Marian Legionary Cohort),COHO,0,19,3.8,19.83333333
2597,Cohors Reformata (Post Marian Legionary Cohort),COHO,0,21,3.8,19.83333333
2602,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,3,74,3.8,19.83333333
2604,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,14,6,3.8,19.83333333
2605,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,8,27,3.8,19.83333333
2606,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,12,16,3.8,19.83333333
2608,Hoplitai (Greek ClassIcal Hoplites),HOPL,1,32,3.8,19.83333333
2609,Hoplitai (Greek ClassIcal Hoplites),HOPL,7,10,3.8,19.83333333
2616,Parasim Numidim (Numidian Cavalry),PARN,0,17,3.8,19.83333333
2617,Peltastai (Hellenic Heavy Skirmishers),PELT,13,83,3.8,19.83333333
2618,Pezoi Brettioi (Bruttlan Infantry),PEZO,0,14,3.8,19.83333333
2627,Unlocalized Arabic General,ARAB,0,98,4.166666667,37.83333333
2628,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,1,17,4.166666667,37.83333333
2631,Qala'im 'Arabim (Arabian Slingers),QALA,0,43,4.166666667,37.83333333
2632,Qala'im 'Arabim (Arabian Slingers),QALA,2,16,4.166666667,37.83333333
2633,Qala'im 'Arabim (Arabian Slingers),QALA,1,24,4.166666667,37.83333333
2639,Merkabim Garamantim(Garamantine Chariots),GARC,18,97,39.32,64.4
2640,Hoplital Haplol (Greek Levy Hoplites),HOPH,12,12,39.32,64.4
2641,Hoplitai (Greek ClassIcal Hoplites),HOPL,55,134,39.32,64.4
2642,Hoplitai (Greek ClassIcal Hoplites),HOPL,66,112,39.32,64.4
2643,Hoplitai (Greek ClassIcal Hoplites),HOPL,67,51,39.32,64.4
2647,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,29,27,39.32,64.4
2648,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,40,207,39.32,64.4
2649,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,46,75,39.32,64.4
2651,Peltastai (Hellenic Heavy Skirmishers),PELT,71,15,39.32,64.4
2652,Peltastai (Hellenic Heavy Skirmishers),PELT,25,35,39.32,64.4
2653,Peltastai (Hellenic Heavy Skirmishers),PELT,47,120,39.32,64.4
2654,Qasatim Numidim (Numidian Archers),QASA,50,97,39.32,64.4
2661,Merkabim Garamantim(Garamantine Chariots),GARC,0,25,3.722222222,25.77777778
2663,Machimoi (Native Egyptian Infantry),MACH,26,18,3.722222222,25.77777778
2664,Machimoi (Native Egyptian Infantry),MACH,9,85,3.722222222,25.77777778
2665,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,4,12,3.722222222,25.77777778
2666,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,9,78,3.722222222,25.77777778
2667,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,3,67,3.722222222,25.77777778
2671,Dorkim Shardanim (Sardinian Infantry),SARD,5,78,3.722222222,25.77777778
2673,Dorkim Shardanim (Sardinian Infantry),SARD,2,15,3.722222222,25.77777778
2678,Brigantinoi (Celtiberian Champions),BRIG,23,91,11.3125,36.75
2679,Brigantinoi (Celtiberian Champions),BRIG,4,53,11.3125,36.75
2680,Brigantinoi (Celtiberian Champions),BRIG,1,23,11.3125,36.75
2684,Cohors Reformata (Post Marian Legionary Cohort),COHO,2,36,11.3125,36.75
2686,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,25,35,11.3125,36.75
2687,Gaesamica (Javelineers),GAES,24,15,11.3125,36.75
2688,Gaesamica (Javelineers),GAES,3,13,11.3125,36.75
2689,Gaesamica (Javelineers),GAES,28,41,11.3125,36.75
2693,Mezugenoi (Celtiberian Swordsmen),MEZU,6,56,11.3125,36.75
2694,Lugoae (Celtic Levy Spearmen),LUGO,85,78,77.5,38.66666667
2696,Vigiles (Town Watch),VIGI,69,41,77.5,38.66666667
2697,Vigiles (Town Watch),VIGI,73,41,77.5,38.66666667
2698,Vigiles (Town Watch),VIGI,120,6,77.5,38.66666667
2699,Vigiles (Town Watch),VIGI,96,14,77.5,38.66666667
2700,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,30,21,7.388888889,7.833333333
2703,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,30,19,7.388888889,7.833333333
2704,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,10,10,7.388888889,7.833333333
2705,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,23,6,7.388888889,7.833333333
2712,Mistophoros Strategos (Hellenistic Mercenary General),MIST,5,44,7.388888889,7.833333333
2716,Qala'im 'Arabim (Arabian Slingers),QALA,9,6,7.388888889,7.833333333
2720,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,45,71,54.925,50.3
2722,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,44,95,54.925,50.3
2723,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,37,40,54.925,50.3
2724,Cohors Reformata (Post Marian Legionary Cohort),COHO,88,38,54.925,50.3
2725,Cohors Reformata (Post Marian Legionary Cohort),COHO,80,122,54.925,50.3
2726,Cohors Reformata (Post Marian Legionary Cohort),COHO,86,135,54.925,50.3
2727,Cohors Reformata (Post Marian Legionary Cohort),COHO,64,150,54.925,50.3
2728,Cohors Reformata (Post Marian Legionary Cohort),COHO,76,113,54.925,50.3
2729,Cohors Reformata (Post Marian Legionary Cohort),COHO,14,172,54.925,50.3
2731,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,94,0,54.925,50.3
2732,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,41,36,54.925,50.3
2733,Cohors Validum Auxiliarium (Imperial Heavy Auxiliary Infantry Cohort),COHV,29,47,54.925,50.3
2735,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,19,12,54.925,50.3
2736,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,21,20,54.925,50.3
2737,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,24,44,54.925,50.3
2738,Hoplitai (Greek ClassIcal Hoplites),HOPL,23,0,54.925,50.3
2739,Hoplitai (Greek ClassIcal Hoplites),HOPL,43,47,54.925,50.3
2740,Hoplitai (Greek ClassIcal Hoplites),HOPL,38,47,54.925,50.3
2741,Hoplitai (Greek ClassIcal Hoplites),HOPL,69,48,54.925,50.3
2744,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,120,42,54.925,50.3
2745,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,87,106,54.925,50.3
2747,Parasim Numidim (Numidian Cavalry),PARN,50,4,54.925,50.3
2748,Peltastai (Hellenic Heavy Skirmishers),PELT,60,1,54.925,50.3
2749,Peltastai (Hellenic Heavy Skirmishers),PELT,69,82,54.925,50.3
2750,Peltastai (Hellenic Heavy Skirmishers),PELT,71,132,54.925,50.3
2751,Pezoi Brettioi (Bruttlan Infantry),PEZO,65,47,54.925,50.3
2752,Qasatim Numidim (Numidian Archers),QASA,54,1,54.925,50.3
2753,Qasatim Numidim (Numidian Archers),QASA,61,3,54.925,50.3
2754,Qasatim Numidim (Numidian Archers),QASA,69,2,54.925,50.3
2762,Hoplital Haplol (Greek Levy Hoplites),HOPH,66,46,41.27272727,68.45454545
2763,Hoplital Haplol (Greek Levy Hoplites),HOPH,41,33,41.27272727,68.45454545
2764,Hoplital Haplol (Greek Levy Hoplites),HOPH,48,86,41.27272727,68.45454545
2766,Mistophoros Strategos (Hellenistic Mercenary General),MIST,6,34,41.27272727,68.45454545
2767,Peltastai (Hellenic Heavy Skirmishers),PELT,0,16,41.27272727,68.45454545
2775,Cohors Reformata (Post Marian Legionary Cohort),COHO,13,108,7.586206897,7.24137931
2776,Cohors Reformata (Post Marian Legionary Cohort),COHO,12,6,7.586206897,7.24137931
2781,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,12,11,7.586206897,7.24137931
2787,Hoplital Haplol (Greek Levy Hoplites),HOPH,18,0,7.586206897,7.24137931
2793,Peltastai (Hellenic Heavy Skirmishers),PELT,25,6,7.586206897,7.24137931
2794,Pezoi Brettioi (Bruttlan Infantry),PEZO,30,12,7.586206897,7.24137931
2795,Qasatim Numidim (Numidian Archers),QASA,24,18,7.586206897,7.24137931
2800,Antesignati (Post Marian Elite Legionary Light Infantry),ANTE,9,27,14.52173913,21.17391304
2802,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,1,10,14.52173913,21.17391304
2803,Cohors Reformata (Post Marian Legionary Cohort),COHO,4,29,14.52173913,21.17391304
2804,Cohors Reformata (Post Marian Legionary Cohort),COHO,18,55,14.52173913,21.17391304
2805,Cohors Reformata (Post Marian Legionary Cohort),COHO,9,10,14.52173913,21.17391304
2808,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,3,24,14.52173913,21.17391304
2809,Hoplitai (Greek ClassIcal Hoplites),HOPL,35,52,14.52173913,21.17391304
2810,Hoplitai (Greek ClassIcal Hoplites),HOPL,13,11,14.52173913,21.17391304
2811,Hoplitai (Greek ClassIcal Hoplites),HOPL,20,16,14.52173913,21.17391304
2812,Hoplitai (Greek ClassIcal Hoplites),HOPL,25,5,14.52173913,21.17391304
2816,Mistophoros Strategos (Hellenistic Mercenary General),MIST,22,108,14.52173913,21.17391304
2817,Peltastai (Hellenic Heavy Skirmishers),PELT,14,7,14.52173913,21.17391304
2818,Peltastai (Hellenic Heavy Skirmishers),PELT,14,49,14.52173913,21.17391304
2819,Pezoi Brettioi (Bruttlan Infantry),PEZO,4,9,14.52173913,21.17391304
