,Unit,Abbr,Lost,Kills,LostAvg,KillsAvg
1219,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,28,33,68.28,42.52
1222,Hoplitai (Greek ClassIcal Hoplites),HOPL,78,10,68.28,42.52
1223,Hoplitai (Greek ClassIcal Hoplites),HOPL,73,17,68.28,42.52
1224,Pezoi Brettioi (Bruttlan Infantry),PEZO,52,9,68.28,42.52
1225,Pezoi Brettioi (Bruttlan Infantry),PEZO,65,19,68.28,42.52
1226,Principes (Camillan Heavy Infantry Maniple),PRIN,52,36,68.28,42.52
1227,Dorkim Shardanim (Sardinian Infantry),SARD,54,74,68.28,42.52
1236,Machimoi (Native Egyptian Infantry),MACH,13,3,11.35294118,18.64705882
1237,Mistophoros Strategos (Hellenistic Mercenary General),MIST,14,99,11.35294118,18.64705882
1238,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,31,12,11.35294118,18.64705882
1239,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,11,13,11.35294118,18.64705882
1240,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,3,10,11.35294118,18.64705882
1241,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,6,54,11.35294118,18.64705882
1244,Pantodapoi (Hellenic Native Spearmen),PANT,73,48,11.35294118,18.64705882
1245,Parasim Numidim (Numidian Cavalry),PARN,23,38,11.35294118,18.64705882
1246,Peltastai (Hellenic Heavy Skirmishers),PELT,11,1,11.35294118,18.64705882
1250,Machimoi (Native Egyptian Infantry),MACH,10,11,10.58823529,16.58823529
1251,Machimoi (Native Egyptian Infantry),MACH,7,16,10.58823529,16.58823529
1252,Machimoi (Native Egyptian Infantry),MACH,9,5,10.58823529,16.58823529
1253,Machimoi (Native Egyptian Infantry),MACH,3,12,10.58823529,16.58823529
1254,Mistophoros Strategos (Hellenistic Mercenary General),MIST,24,35,10.58823529,16.58823529
1255,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,19,27,10.58823529,16.58823529
1257,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,23,92,10.58823529,16.58823529
1258,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,10,55,10.58823529,16.58823529
1261,Pantodapoi (Hellenic Native Spearmen),PANT,60,16,10.58823529,16.58823529
1264,Merkabim Garamantim(Garamantine Chariots),GARC,5,20,11.6,31.35
1265,Merkabim Garamantim(Garamantine Chariots),GARC,5,99,11.6,31.35
1266,Hoplitai (Greek ClassIcal Hoplites),HOPL,2,17,11.6,31.35
1271,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,2,14,11.6,31.35
1273,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,31,185,11.6,31.35
1275,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,28,110,11.6,31.35
1276,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,83,78,11.6,31.35
1280,Parasim Numidim (Numidian Cavalry),PARN,33,7,11.6,31.35
1282,Peltastai (Hellenic Heavy Skirmishers),PELT,24,19,11.6,31.35
1283,Peltastai (Hellenic Heavy Skirmishers),PELT,5,32,11.6,31.35
1284,Appea Gaedotos (Alpine Phalanx),APPE,14,137,7.842105263,39.47368421
1285,Celtae Vollorix (Celtic Lesser King),CELT,1,71,7.842105263,39.47368421
1288,Cohors Reformata (Post Marian Legionary Cohort),COHO,7,109,7.842105263,39.47368421
1289,Gaeroas (Celtic Spearmen),GAER,21,67,7.842105263,39.47368421
1290,Gaeroas (Celtic Spearmen),GAER,36,0,7.842105263,39.47368421
1291,Hoplitai (Greek ClassIcal Hoplites),HOPL,6,42,7.842105263,39.47368421
1292,Hoplitai (Greek ClassIcal Hoplites),HOPL,19,56,7.842105263,39.47368421
1293,Iaosatae (Celtic Slingers),IOSA,2,44,7.842105263,39.47368421
1294,Iaosatae (Celtic Slingers),IOSA,1,37,7.842105263,39.47368421
1295,Iaosatae (Celtic Slingers),IOSA,8,103,7.842105263,39.47368421
1296,Iaosatae (Celtic Slingers),IOSA,0,26,7.842105263,39.47368421
1301,Vigiles (Town Watch),VIGI,14,1,7.842105263,39.47368421
1303,Merkabim Garamantim(Garamantine Chariots),GARC,7,43,5.8,7.5
1305,Hoplitai (Greek ClassIcal Hoplites),HOPL,12,0,5.8,7.5
1306,Machimoi (Native Egyptian Infantry),MACH,16,0,5.8,7.5
1308,Mistophoros Strategos (Hellenistic Mercenary General),MIST,15,0,5.8,7.5
1310,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,0,19,5.8,7.5
1312,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,15,0,5.8,7.5
1313,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,1,10,5.8,7.5
1319,Parasim Numidim (Numidian Cavalry),PARN,19,19,5.8,7.5
1321,Peltastai (Hellenic Heavy Skirmishers),PELT,3,44,5.8,7.5
1323,Appea Gaedotos (Alpine Phalanx),APPE,56,26,51.34482759,48.55172414
1324,Appea Gaedotos (Alpine Phalanx),APPE,39,57,51.34482759,48.55172414
1325,Appea Gaedotos (Alpine Phalanx),APPE,80,14,51.34482759,48.55172414
1326,Appea Gaedotos (Alpine Phalanx),APPE,42,101,51.34482759,48.55172414
1327,Appea Gaedotos (Alpine Phalanx),APPE,22,94,51.34482759,48.55172414
1328,Celtae Vollorix (Celtic Lesser King),CELT,27,50,51.34482759,48.55172414
1329,Celtae Vollorix (Celtic Lesser King),CELT,34,154,51.34482759,48.55172414
1330,Celtae Vollorix (Celtic Lesser King),CELT,39,85,51.34482759,48.55172414
1331,Iberi Milites (Iberian Light Spearman),IBER,84,21,51.34482759,48.55172414
1332,Mezugenoi (Celtiberian Swordsmen),MEZU,23,45,51.34482759,48.55172414
1333,Mezugenoi (Celtiberian Swordsmen),MEZU,96,39,51.34482759,48.55172414
1334,Mori Gaesum (Helvetii Phalanx),MORI,34,48,51.34482759,48.55172414
1335,Mori Gaesum (Helvetii Phalanx),MORI,52,58,51.34482759,48.55172414
1336,Mori Gaesum (Helvetii Phalanx),MORI,35,16,51.34482759,48.55172414
1337,Mori Gaesum (Helvetii Phalanx),MORI,41,65,51.34482759,48.55172414
1338,Mori Gaesum (Helvetii Phalanx),MORI,80,46,51.34482759,48.55172414
1340,Teceitos (CeltIc Axemen),TECE,35,47,51.34482759,48.55172414
1341,Teceitos (CeltIc Axemen),TECE,69,13,51.34482759,48.55172414
1342,Teceitos (CeltIc Axemen),TECE,55,22,51.34482759,48.55172414
1343,Teceitos (CeltIc Axemen),TECE,71,16,51.34482759,48.55172414
1344,Teceitos (CeltIc Axemen),TECE,78,58,51.34482759,48.55172414
1345,Teceitos (CeltIc Axemen),TECE,25,41,51.34482759,48.55172414
1346,Teceitos (CeltIc Axemen),TECE,67,34,51.34482759,48.55172414
1347,Teceitos (CeltIc Axemen),TECE,54,58,51.34482759,48.55172414
1348,Teceitos (CeltIc Axemen),TECE,36,44,51.34482759,48.55172414
1349,Teceitos (CeltIc Axemen),TECE,60,36,51.34482759,48.55172414
1350,Tekastos (RhaetJc Axemen),TEKA,75,16,51.34482759,48.55172414
1351,Tekastos (RhaetJc Axemen),TEKA,52,90,51.34482759,48.55172414
1353,Unlocalized Arabic General,ARAB,47,55,40.45,50.35
1354,Unlocalized Arabic General,ARAB,8,43,40.45,50.35
1355,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,63,62,40.45,50.35
1356,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,87,58,40.45,50.35
1357,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,92,41,40.45,50.35
1358,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,90,94,40.45,50.35
1359,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,54,99,40.45,50.35
1360,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,93,47,40.45,50.35
1364,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,3,14,40.45,50.35
1365,Parasim Numidim (Numidian Cavalry),PARN,36,44,40.45,50.35
1366,Peltastai (Hellenic Heavy Skirmishers),PELT,31,43,40.45,50.35
1367,Qala'im 'Arabim (Arabian Slingers),QALA,20,40,40.45,50.35
1368,Qala'im 'Arabim (Arabian Slingers),QALA,4,29,40.45,50.35
1369,Qala'im 'Arabim (Arabian Slingers),QALA,9,54,40.45,50.35
1370,Qala'im 'Arabim (Arabian Slingers),QALA,20,68,40.45,50.35
1372,Appea Gaedotos (Alpine Phalanx),APPE,15,29,40.45,50.35
1373,Mori Gaesum (Helvetii Phalanx),MORI,13,22,40.45,50.35
1374,Teceitos (CeltIc Axemen),TECE,7,36,40.45,50.35
1375,Teceitos (CeltIc Axemen),TECE,6,31,40.45,50.35
1376,Teceitos (CeltIc Axemen),TECE,19,45,40.45,50.35
1377,Teceitos (CeltIc Axemen),TECE,0,27,40.45,50.35
1380,Cohors Reformata (Post Marian Legionary Cohort),COHO,1,32,7.833333333,13.05555556
1381,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,16,16,7.833333333,13.05555556
1383,Lugoae (Celtic Levy Spearmen),LUGO,36,8,7.833333333,13.05555556
1384,Mori Gaesum (Helvetii Phalanx),MORI,0,20,7.833333333,13.05555556
1392,Teceitos (CeltIc Axemen),TECE,14,60,7.833333333,13.05555556
1393,Teceitos (CeltIc Axemen),TECE,11,14,7.833333333,13.05555556
1395,Vigiles (Town Watch),VIGI,59,28,7.833333333,13.05555556
1396,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,45,12,5.314285714,10.45714286
1401,Merkabim Garamantim(Garamantine Chariots),GARC,14,0,5.314285714,10.45714286
1409,Machimoi (Native Egyptian Infantry),MACH,16,11,5.314285714,10.45714286
1411,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,0,15,5.314285714,10.45714286
1412,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,24,0,5.314285714,10.45714286
1413,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,0,22,5.314285714,10.45714286
1414,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,5,113,5.314285714,10.45714286
1416,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,1,15,5.314285714,10.45714286
1417,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,36,54,5.314285714,10.45714286
1427,Peltastai (Hellenic Heavy Skirmishers),PELT,7,31,5.314285714,10.45714286
1429,Peltastai (Hellenic Heavy Skirmishers),PELT,4,42,5.314285714,10.45714286
1430,Peltastai (Hellenic Heavy Skirmishers),PELT,13,0,5.314285714,10.45714286
1431,Appea Gaedotos (Alpine Phalanx),APPE,11,14,7.411764706,20
1432,Celtae Vollorix (Celtic Lesser King),CELT,1,16,7.411764706,20
1433,Celtae Vollorix (Celtic Lesser King),CELT,4,12,7.411764706,20
1434,Cohors Reformata (Post Marian Legionary Cohort),COHO,0,15,7.411764706,20
1436,Gaeroas (Celtic Spearmen),GAER,11,25,7.411764706,20
1437,Gaeroas (Celtic Spearmen),GAER,18,67,7.411764706,20
1438,Hoplitai (Greek ClassIcal Hoplites),HOPL,20,24,7.411764706,20
1439,Hoplitai (Greek ClassIcal Hoplites),HOPL,5,33,7.411764706,20
1442,Iaosatae (Celtic Slingers),IOSA,34,12,7.411764706,20
1443,Mori Gaesum (Helvetii Phalanx),MORI,13,41,7.411764706,20
1446,Vigiles (Town Watch),VIGI,1,11,7.411764706,20
1447,Vigiles (Town Watch),VIGI,5,23,7.411764706,20
1448,Appea Gaedotos (Alpine Phalanx),APPE,67,88,27.53125,83.375
1449,Appea Gaedotos (Alpine Phalanx),APPE,30,13,27.53125,83.375
1450,Brigantinoi (Celtiberian Champions),BRIG,8,109,27.53125,83.375
1451,Brigantinoi (Celtiberian Champions),BRIG,2,81,27.53125,83.375
1452,Brigantinoi (Celtiberian Champions),BRIG,1,90,27.53125,83.375
1453,Brigantinoi (Celtiberian Champions),BRIG,11,86,27.53125,83.375
1454,Brigantinoi (Celtiberian Champions),BRIG,30,165,27.53125,83.375
1455,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,44,30,27.53125,83.375
1456,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,50,62,27.53125,83.375
1457,Cantabrae Eponereidam (Cantabrian Light Cavalry),CANT,38,103,27.53125,83.375
1458,Celtae Vollorix (Celtic Lesser King),CELT,30,151,27.53125,83.375
1459,Celtae Vollorix (Celtic Lesser King),CELT,27,159,27.53125,83.375
1460,Celtae Vollorix (Celtic Lesser King),CELT,45,227,27.53125,83.375
1461,Gaesamica (Javelineers),GAES,11,71,27.53125,83.375
1462,Iberi Milites (Iberian Light Spearman),IBER,18,0,27.53125,83.375
1463,Iberi Milites (Iberian Light Spearman),IBER,24,38,27.53125,83.375
1464,Iberi Milites (Iberian Light Spearman),IBER,34,96,27.53125,83.375
1465,Iberi Milites (Iberian Light Spearman),IBER,61,69,27.53125,83.375
1466,Iaosatae (Celtic Slingers),IOSA,8,34,27.53125,83.375
1467,Mezugenoi (Celtiberian Swordsmen),MEZU,44,26,27.53125,83.375
1468,Mezugenoi (Celtiberian Swordsmen),MEZU,28,117,27.53125,83.375
1469,Mezugenoi (Celtiberian Swordsmen),MEZU,3,45,27.53125,83.375
1470,Mezugenoi (Celtiberian Swordsmen),MEZU,2,80,27.53125,83.375
1471,Mezugenoi (Celtiberian Swordsmen),MEZU,35,67,27.53125,83.375
1472,Mistophoros Strategos (Hellenistic Mercenary General),MIST,34,234,27.53125,83.375
1473,Mori Gaesum (Helvetii Phalanx),MORI,33,54,27.53125,83.375
1475,Teceitos (CeltIc Axemen),TECE,34,68,27.53125,83.375
1476,Teceitos (CeltIc Axemen),TECE,19,73,27.53125,83.375
1477,Teceitos (CeltIc Axemen),TECE,70,100,27.53125,83.375
1478,Tekastos (RhaetJc Axemen),TEKA,24,89,27.53125,83.375
1479,Tekastos (RhaetJc Axemen),TEKA,15,37,27.53125,83.375
1480,Appea Gaedotos (Alpine Phalanx),APPE,27,92,6.9,23.9
1481,Celtae Vollorix (Celtic Lesser King),CELT,3,20,6.9,23.9
1482,Celtae Vollorix (Celtic Lesser King),CELT,6,17,6.9,23.9
1483,Cohors Reformata (Post Marian Legionary Cohort),COHO,17,17,6.9,23.9
1484,Cohors Reformata (Post Marian Legionary Cohort),COHO,8,22,6.9,23.9
1485,Gaeroas (Celtic Spearmen),GAER,4,13,6.9,23.9
1486,Gaeroas (Celtic Spearmen),GAER,11,30,6.9,23.9
1487,Hoplitai (Greek ClassIcal Hoplites),HOPL,18,47,6.9,23.9
1488,Hoplitai (Greek ClassIcal Hoplites),HOPL,16,12,6.9,23.9
1489,Iaosatae (Celtic Slingers),IOSA,0,58,6.9,23.9
1490,Iaosatae (Celtic Slingers),IOSA,1,48,6.9,23.9
1491,Iaosatae (Celtic Slingers),IOSA,0,23,6.9,23.9
1493,Mori Gaesum (Helvetii Phalanx),MORI,8,25,6.9,23.9
1495,Teceitos (CeltIc Axemen),TECE,0,11,6.9,23.9
1498,Vigiles (Town Watch),VIGI,14,9,6.9,23.9
1502,Merkabim Garamantim(Garamantine Chariots),GARC,8,14,8.722222222,18.44444444
1503,Hoplitai (Greek ClassIcal Hoplites),HOPL,17,10,8.722222222,18.44444444
1504,Machimoi (Native Egyptian Infantry),MACH,10,69,8.722222222,18.44444444
1505,Machimoi (Native Egyptian Infantry),MACH,47,7,8.722222222,18.44444444
1506,Machimoi (Native Egyptian Infantry),MACH,4,63,8.722222222,18.44444444
1507,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,20,53,8.722222222,18.44444444
1508,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,0,16,8.722222222,18.44444444
1509,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,7,34,8.722222222,18.44444444
1516,Peltastai (Hellenic Heavy Skirmishers),PELT,21,35,8.722222222,18.44444444
1517,Peltastai (Hellenic Heavy Skirmishers),PELT,3,11,8.722222222,18.44444444
1518,Unlocalized Arabic General,ARAB,22,104,3.875,46.375
1519,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,4,44,3.875,46.375
1521,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,0,35,3.875,46.375
1522,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,4,56,3.875,46.375
1523,Qala'im 'Arabim (Arabian Slingers),QALA,0,40,3.875,46.375
1524,Qala'im 'Arabim (Arabian Slingers),QALA,0,49,3.875,46.375
1525,Qala'im 'Arabim (Arabian Slingers),QALA,1,43,3.875,46.375
1526,Appea Gaedotos (Alpine Phalanx),APPE,11,18,3.842105263,18.21052632
1527,Celtae Vollorix (Celtic Lesser King),CELT,2,45,3.842105263,18.21052632
1529,Cohors Reformata (Post Marian Legionary Cohort),COHO,0,17,3.842105263,18.21052632
1530,Gaeroas (Celtic Spearmen),GAER,5,21,3.842105263,18.21052632
1531,Gaeroas (Celtic Spearmen),GAER,12,15,3.842105263,18.21052632
1532,Hoplitai (Greek ClassIcal Hoplites),HOPL,0,11,3.842105263,18.21052632
1534,Iaosatae (Celtic Slingers),IOSA,0,18,3.842105263,18.21052632
1535,Iaosatae (Celtic Slingers),IOSA,8,28,3.842105263,18.21052632
1536,Iaosatae (Celtic Slingers),IOSA,3,8,3.842105263,18.21052632
1537,Iaosatae (Celtic Slingers),IOSA,4,13,3.842105263,18.21052632
1538,Kluddacorii (Alpine Shortswordsmen),KLUD,13,40,3.842105263,18.21052632
1541,Teceitos (CeltIc Axemen),TECE,8,36,3.842105263,18.21052632
1545,Appea Gaedotos (Alpine Phalanx),APPE,49,23,10.14285714,30.28571429
1547,Appea Gaedotos (Alpine Phalanx),APPE,5,43,10.14285714,30.28571429
1548,Appea Gaedotos (Alpine Phalanx),APPE,21,6,10.14285714,30.28571429
1549,Appea Gaedotos (Alpine Phalanx),APPE,3,9,10.14285714,30.28571429
1550,Appea Gaedotos (Alpine Phalanx),APPE,1,34,10.14285714,30.28571429
1551,Appea Gaedotos (Alpine Phalanx),APPE,1,21,10.14285714,30.28571429
1552,Appea Gaedotos (Alpine Phalanx),APPE,22,49,10.14285714,30.28571429
1554,Mori Gaesum (Helvetii Phalanx),MORI,5,46,10.14285714,30.28571429
1555,Mori Gaesum (Helvetii Phalanx),MORI,6,27,10.14285714,30.28571429
1556,Mori Gaesum (Helvetii Phalanx),MORI,8,17,10.14285714,30.28571429
1557,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,14,137,10.14285714,30.28571429
1559,Unlocalized Arabic General,ARAB,3,12,4.35,18.95
1560,Unlocalized Arabic General,ARAB,6,48,4.35,18.95
1563,Hoplitai (Greek ClassIcal Hoplites),HOPL,18,15,4.35,18.95
1564,Machimoi (Native Egyptian Infantry),MACH,5,16,4.35,18.95
1567,Mistophoros Strategos (Hellenistic Mercenary General),MIST,23,128,4.35,18.95
1568,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,1,17,4.35,18.95
1569,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,3,42,4.35,18.95
1570,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,5,40,4.35,18.95
1573,Pantodapoi (Hellenic Native Spearmen),PANT,15,33,4.35,18.95
1580,Cohors Evocata (Post Marian Reenlisted Veterans Consort),COHE,1,18,1.823529412,14.88235294
1581,Cohors Reformata (Post Marian Legionary Cohort),COHO,0,13,1.823529412,14.88235294
1582,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,9,83,1.823529412,14.88235294
1585,Mori Gaesum (Helvetii Phalanx),MORI,2,26,1.823529412,14.88235294
1593,Teceitos (CeltIc Axemen),TECE,9,32,1.823529412,14.88235294
1594,Teceitos (CeltIc Axemen),TECE,0,18,1.823529412,14.88235294
1595,Tekastos (RhaetJc Axemen),TEKA,0,12,1.823529412,14.88235294
1597,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,1,38,0.375,32.25
1598,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,0,12,0.375,32.25
1599,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,1,33,0.375,32.25
1600,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,1,19,0.375,32.25
1601,Qala'im 'Arabim (Arabian Slingers),QALA,0,29,0.375,32.25
1602,Qala'im 'Arabim (Arabian Slingers),QALA,0,43,0.375,32.25
1603,Qala'im 'Arabim (Arabian Slingers),QALA,0,84,0.375,32.25
1606,Mistophoros Strategos (Hellenistic Mercenary General),MIST,5,30,6.642857143,8
1609,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,10,9,6.642857143,8
1611,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,4,14,6.642857143,8
1612,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,49,13,6.642857143,8
1613,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,22,14,6.642857143,8
1617,Dorkim Shardanim (Sardinian Infantry),SARD,0,14,6.642857143,8
1619,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,15,49,9.333333333,32.66666667
1620,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,15,121,9.333333333,32.66666667
1621,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,12,10,9.333333333,32.66666667
1623,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,6,58,9.333333333,32.66666667
1624,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,5,7,9.333333333,32.66666667
1625,Parasim Numidim (Numidian Cavalry),PARN,5,81,9.333333333,32.66666667
1626,Parasim Numidim (Numidian Cavalry),PARN,6,6,9.333333333,32.66666667
1627,Qasatim Numidim (Numidian Archers),QASA,18,13,9.333333333,32.66666667
1628,Qasatim Numidim (Numidian Archers),QASA,14,6,9.333333333,32.66666667
1629,Qasatim Numidim (Numidian Archers),QASA,14,9,9.333333333,32.66666667
1632,Unlocalized Arabic General,ARAB,8,107,18.33333333,35.08333333
1633,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,47,7,18.33333333,35.08333333
1634,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,58,20,18.33333333,35.08333333
1635,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,14,25,18.33333333,35.08333333
1638,Pantodapoi (Hellenic Native Spearmen),PANT,11,15,18.33333333,35.08333333
1640,Qala'im 'Arabim (Arabian Slingers),QALA,6,7,18.33333333,35.08333333
1642,Unlocalized Arabic General,ARAB,21,63,4.95,28.05
1643,Unlocalized Arabic General,ARAB,0,19,4.95,28.05
1644,Unlocalized Arabic General,ARAB,3,89,4.95,28.05
1649,Machimoi (Native Egyptian Infantry),MACH,7,29,4.95,28.05
1652,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,28,136,4.95,28.05
1653,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,27,105,4.95,28.05
1656,Pantodapoi (Hellenic Native Spearmen),PANT,3,23,4.95,28.05
1658,Peltastai (Hellenic Heavy Skirmishers),PELT,0,17,4.95,28.05
1659,Peltastai (Hellenic Heavy Skirmishers),PELT,0,20,4.95,28.05
1660,Peltastai (Hellenic Heavy Skirmishers),PELT,0,11,4.95,28.05
1661,Peltastai (Hellenic Heavy Skirmishers),PELT,0,15,4.95,28.05
1662,Unlocalized Arabic General,ARAB,23,121,10.75,32.85
1663,Unlocalized Arabic General,ARAB,37,74,10.75,32.85
1664,Unlocalized Arabic General,ARAB,42,14,10.75,32.85
1665,Merkabim Garamantim(Garamantine Chariots),GARC,8,28,10.75,32.85
1668,Machimoi (Native Egyptian Infantry),MACH,14,11,10.75,32.85
1669,Machimoi (Native Egyptian Infantry),MACH,0,12,10.75,32.85
1670,Mistophoros Strategos (Hellenistic Mercenary General),MIST,18,146,10.75,32.85
1671,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,4,23,10.75,32.85
1672,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,3,9,10.75,32.85
1673,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,4,16,10.75,32.85
1676,Pantodapoi (Hellenic Native Spearmen),PANT,4,24,10.75,32.85
1677,Peltastai (Hellenic Heavy Skirmishers),PELT,1,13,10.75,32.85
1678,Peltastai (Hellenic Heavy Skirmishers),PELT,0,13,10.75,32.85
1679,Peltastai (Hellenic Heavy Skirmishers),PELT,10,26,10.75,32.85
1680,Peltastai (Hellenic Heavy Skirmishers),PELT,27,38,10.75,32.85
1681,Peltastai (Hellenic Heavy Skirmishers),PELT,12,5,10.75,32.85
1682,Unlocalized Arabic General,ARAB,30,47,45.125,43.125
1683,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,71,84,45.125,43.125
1684,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,33,31,45.125,43.125
1685,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,62,20,45.125,43.125
1686,Bnei Shevet 'Arabim (Arabian Light Infantry),BNEI,72,48,45.125,43.125
1687,Qala'im 'Arabim (Arabian Slingers),QALA,30,28,45.125,43.125
1688,Qala'im 'Arabim (Arabian Slingers),QALA,34,42,45.125,43.125
1689,Qala'im 'Arabim (Arabian Slingers),QALA,29,45,45.125,43.125
1691,Hoplital Haplol (Greek Levy Hoplites),HOPH,73,10,70.25,38.375
1692,Hoplital Haplol (Greek Levy Hoplites),HOPH,64,16,70.25,38.375
1693,Hoplitai (Greek ClassIcal Hoplites),HOPL,67,50,70.25,38.375
1694,Hoplitai (Greek ClassIcal Hoplites),HOPL,56,21,70.25,38.375
1695,Machimoi (Native Egyptian Infantry),MACH,63,69,70.25,38.375
1696,Machimoi (Native Egyptian Infantry),MACH,69,53,70.25,38.375
1697,Machimoi (Native Egyptian Infantry),MACH,72,30,70.25,38.375
1698,Machimoi (Native Egyptian Infantry),MACH,66,39,70.25,38.375
1707,Mistophoros Strategos (Hellenistic Mercenary General),MIST,40,61,70.25,38.375
1708,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,43,67,70.25,38.375
1709,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,83,113,70.25,38.375
1710,Pantodapoi (Hellenic Native Spearmen),PANT,109,15,70.25,38.375
1711,Pantodapoi (Hellenic Native Spearmen),PANT,103,37,70.25,38.375
1712,Pantodapoi (Hellenic Native Spearmen),PANT,104,6,70.25,38.375
1713,Pantodapoi (Hellenic Native Spearmen),PANT,80,0,70.25,38.375
1714,Unlocalized Arabic General,ARAB,21,11,14.04166667,29.45833333
1715,Unlocalized Arabic General,ARAB,36,15,14.04166667,29.45833333
1716,Unlocalized Arabic General,ARAB,23,24,14.04166667,29.45833333
1717,Unlocalized Arabic General,ARAB,42,114,14.04166667,29.45833333
1719,Eqvites Consvlares (Republican Consular Guard Cavalry),EQVI,26,134,14.04166667,29.45833333
1729,Mistophoros Strategos (Hellenistic Mercenary General),MIST,31,6,14.04166667,29.45833333
1730,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,2,10,14.04166667,29.45833333
1731,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,34,118,14.04166667,29.45833333
1732,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,9,40,14.04166667,29.45833333
1733,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,9,37,14.04166667,29.45833333
1734,Pantodapoi (Hellenic Native Spearmen),PANT,45,34,14.04166667,29.45833333
1735,Peltastai (Hellenic Heavy Skirmishers),PELT,0,11,14.04166667,29.45833333
1736,Peltastai (Hellenic Heavy Skirmishers),PELT,1,14,14.04166667,29.45833333
1740,Mistophoros Strategos (Hellenistic Mercenary General),MIST,31,13,12.5,16.35714286
1741,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,52,83,12.5,16.35714286
1745,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,32,43,12.5,16.35714286
1746,Noshei-Romah Mashliyim (Numidian Infantry),NOSH,31,44,12.5,16.35714286
